tahun,bulan,benua,region,nama_negara,nilai_impor
2007,"Januari","Eropa","Uni Eropa","Belanda",43231
2007,"Januari","Eropa","Uni Eropa","Belgia",23354
2007,"Januari","Eropa","Uni Eropa","Inggris",45102
2007,"Januari","Eropa","Uni Eropa","Italia",54339
2007,"Januari","Eropa","Uni Eropa","Jerman",185365
2007,"Januari","Eropa","Uni Eropa","Perancis",69546
2007,"Januari","Eropa","Uni Eropa","Spanyol",10448
2007,"Januari","Eropa","Uni Eropa","Uni Eropa lainnya ",202403
2007,"Januari","Eropa","Rusia","Rusia",13840
2007,"Januari","Eropa","Turki","Turki",12244
2007,"Januari","Eropa","Eropa Lainnya","Eropa lainnya",75183
2007,"Januari","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",110622
2007,"Januari","Asia dan Timur Tengah","ASEAN","Filipina",40565
2007,"Januari","Asia dan Timur Tengah","ASEAN","Kamboja",297
2007,"Januari","Asia dan Timur Tengah","ASEAN","Laos",2
2007,"Januari","Asia dan Timur Tengah","ASEAN","Malaysia",450659
2007,"Januari","Asia dan Timur Tengah","ASEAN","Myanmar",4742
2007,"Januari","Asia dan Timur Tengah","ASEAN","Singapura",1161518
2007,"Januari","Asia dan Timur Tengah","ASEAN","Thailand",353838
2007,"Januari","Asia dan Timur Tengah","ASEAN","Vietnam",94177
2007,"Januari","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",146194
2007,"Januari","Asia dan Timur Tengah","Asia Selatan","India",141668
2007,"Januari","Asia dan Timur Tengah","Timur Tengah","Irak",0
2007,"Januari","Asia dan Timur Tengah","Asia Timur","Jepang",776114
2007,"Januari","Asia dan Timur Tengah","Asia Timur","Korea Selatan",339345
2007,"Januari","Asia dan Timur Tengah","Asia Selatan","Pakistan",5047
2007,"Januari","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",710438
2007,"Januari","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",248448
2007,"Januari","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",174657
2007,"Januari","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",111033
2007,"Januari","Australia dan Oceania","Australia","Australia",263319
2007,"Januari","Australia dan Oceania","New Zealand","New Zealand",51717
2007,"Januari","Afrika","Afrika Selatan","Afrika Selatan",16354
2007,"Januari","Afrika","Afrika Lainnya","Afrika lainnya",104262
2007,"Januari","Keterangan Lainnya","Keterangan Lainnya","Impor yang tidak dapat diklasifikasikan  2)",65000
2007,"Januari","Keterangan Lainnya","Keterangan Lainnya","Asuransi dan ongkos pengangkutan",582064
2007,"Februari","Amerika","Amerika Utara","Amerika Serikat",367026
2007,"Februari","Amerika","Amerika Utara","Kanada",73234
2007,"Februari","Amerika","Amerika Tengah dan Selatan","Argentina",10638
2007,"Februari","Amerika","Amerika Tengah dan Selatan","Brasil",50437
2007,"Februari","Amerika","Amerika Tengah dan Selatan","Meksiko",4645
2007,"Februari","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",42060
2007,"Februari","Eropa","Uni Eropa","Belanda",36738
2007,"Februari","Eropa","Uni Eropa","Belgia",20809
2007,"Februari","Eropa","Uni Eropa","Inggris",74785
2007,"Februari","Eropa","Uni Eropa","Italia",46384
2007,"Februari","Eropa","Uni Eropa","Jerman",192246
2007,"Februari","Eropa","Uni Eropa","Perancis",92515
2007,"Februari","Eropa","Uni Eropa","Spanyol",17070
2007,"Februari","Eropa","Uni Eropa","Uni Eropa lainnya ",217749
2007,"Februari","Eropa","Rusia","Rusia",66454
2007,"Februari","Eropa","Turki","Turki",11764
2007,"Februari","Eropa","Eropa Lainnya","Eropa lainnya",114712
2007,"Februari","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",115813
2007,"Februari","Asia dan Timur Tengah","ASEAN","Filipina",41461
2007,"Februari","Asia dan Timur Tengah","ASEAN","Kamboja",432
2007,"Februari","Asia dan Timur Tengah","ASEAN","Laos",3
2007,"Februari","Asia dan Timur Tengah","ASEAN","Malaysia",523998
2007,"Februari","Asia dan Timur Tengah","ASEAN","Myanmar",3391
2007,"Februari","Asia dan Timur Tengah","ASEAN","Singapura",1080946
2007,"Februari","Asia dan Timur Tengah","ASEAN","Thailand",322222
2007,"Februari","Asia dan Timur Tengah","ASEAN","Vietnam",85888
2007,"Februari","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",192667
2007,"Februari","Asia dan Timur Tengah","Asia Selatan","India",132491
2007,"Februari","Asia dan Timur Tengah","Timur Tengah","Irak",1
2007,"Februari","Asia dan Timur Tengah","Asia Timur","Jepang",703703
2007,"Februari","Asia dan Timur Tengah","Asia Timur","Korea Selatan",292509
2007,"Februari","Asia dan Timur Tengah","Asia Selatan","Pakistan",5756
2007,"Februari","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",726300
2007,"Februari","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",130256
2007,"Februari","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",157403
2007,"Februari","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",143171
2007,"Februari","Australia dan Oceania","Australia","Australia",172249
2007,"Februari","Australia dan Oceania","New Zealand","New Zealand",27326
2007,"Februari","Afrika","Afrika Selatan","Afrika Selatan",29411
2007,"Februari","Afrika","Afrika Lainnya","Afrika lainnya",24530
2007,"Februari","Keterangan Lainnya","Keterangan Lainnya","Impor yang tidak dapat diklasifikasikan  2)",42000
2007,"Februari","Keterangan Lainnya","Keterangan Lainnya","Asuransi dan ongkos pengangkutan",539545
2007,"Maret","Amerika","Amerika Utara","Amerika Serikat",409927
2007,"Maret","Amerika","Amerika Utara","Kanada",85128
2007,"Maret","Amerika","Amerika Tengah dan Selatan","Argentina",19234
2007,"Maret","Amerika","Amerika Tengah dan Selatan","Brasil",31061
2007,"Maret","Amerika","Amerika Tengah dan Selatan","Meksiko",7390
2007,"Maret","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",18690
2007,"Maret","Eropa","Uni Eropa","Belanda",43668
2007,"Maret","Eropa","Uni Eropa","Belgia",29870
2007,"Maret","Eropa","Uni Eropa","Inggris",85853
2007,"Maret","Eropa","Uni Eropa","Italia",46759
2007,"Maret","Eropa","Uni Eropa","Jerman",315261
2007,"Maret","Eropa","Uni Eropa","Perancis",60312
2007,"Maret","Eropa","Uni Eropa","Spanyol",18836
2007,"Maret","Eropa","Uni Eropa","Uni Eropa lainnya ",263623
2007,"Maret","Eropa","Rusia","Rusia",25236
2007,"Maret","Eropa","Turki","Turki",15218
2007,"Maret","Eropa","Eropa Lainnya","Eropa lainnya",63658
2007,"Maret","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",171382
2007,"Maret","Asia dan Timur Tengah","ASEAN","Filipina",40996
2007,"Maret","Asia dan Timur Tengah","ASEAN","Kamboja",301
2007,"Maret","Asia dan Timur Tengah","ASEAN","Laos",2298
2007,"Maret","Asia dan Timur Tengah","ASEAN","Malaysia",574076
2007,"Maret","Asia dan Timur Tengah","ASEAN","Myanmar",3825
2007,"Maret","Asia dan Timur Tengah","ASEAN","Singapura",1555384
2007,"Maret","Asia dan Timur Tengah","ASEAN","Thailand",368856
2007,"Maret","Asia dan Timur Tengah","ASEAN","Vietnam",169286
2007,"Maret","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",106392
2007,"Maret","Asia dan Timur Tengah","Asia Selatan","India",152694
2007,"Maret","Asia dan Timur Tengah","Timur Tengah","Irak",6
2007,"Maret","Asia dan Timur Tengah","Asia Timur","Jepang",785318
2007,"Maret","Asia dan Timur Tengah","Asia Timur","Korea Selatan",388287
2007,"Maret","Asia dan Timur Tengah","Asia Selatan","Pakistan",6180
2007,"Maret","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",663196
2007,"Maret","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",279085
2007,"Maret","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",136690
2007,"Maret","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",142302
2007,"Maret","Australia dan Oceania","Australia","Australia",207710
2007,"Maret","Australia dan Oceania","New Zealand","New Zealand",36196
2007,"Maret","Afrika","Afrika Selatan","Afrika Selatan",15754
2007,"Maret","Afrika","Afrika Lainnya","Afrika lainnya",69850
2007,"Maret","Keterangan Lainnya","Keterangan Lainnya","Impor yang tidak dapat diklasifikasikan  2)",47000
2007,"Maret","Keterangan Lainnya","Keterangan Lainnya","Asuransi dan ongkos pengangkutan",618533
2007,"April","Amerika","Amerika Utara","Amerika Serikat",450597
2007,"April","Amerika","Amerika Utara","Kanada",64944
2007,"April","Amerika","Amerika Tengah dan Selatan","Argentina",16051
2007,"April","Amerika","Amerika Tengah dan Selatan","Brasil",30227
2007,"April","Amerika","Amerika Tengah dan Selatan","Meksiko",5419
2007,"April","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",20835
2007,"April","Eropa","Uni Eropa","Belanda",54424
2007,"April","Eropa","Uni Eropa","Belgia",30467
2007,"April","Eropa","Uni Eropa","Inggris",69808
2007,"April","Eropa","Uni Eropa","Italia",52124
2007,"April","Eropa","Uni Eropa","Jerman",159001
2007,"April","Eropa","Uni Eropa","Perancis",87850
2007,"April","Eropa","Uni Eropa","Spanyol",18923
2007,"April","Eropa","Uni Eropa","Uni Eropa lainnya ",150231
2007,"April","Eropa","Rusia","Rusia",44354
2007,"April","Eropa","Turki","Turki",13614
2007,"April","Eropa","Eropa Lainnya","Eropa lainnya",93289
2007,"April","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",145937
2007,"April","Asia dan Timur Tengah","ASEAN","Filipina",40767
2007,"April","Asia dan Timur Tengah","ASEAN","Kamboja",30
2007,"April","Asia dan Timur Tengah","ASEAN","Laos",572
2007,"April","Asia dan Timur Tengah","ASEAN","Malaysia",469554
2007,"April","Asia dan Timur Tengah","ASEAN","Myanmar",4608
2007,"April","Asia dan Timur Tengah","ASEAN","Singapura",1219674
2007,"April","Asia dan Timur Tengah","ASEAN","Thailand",314049
2007,"April","Asia dan Timur Tengah","ASEAN","Vietnam",71735
2007,"April","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",159932
2007,"April","Asia dan Timur Tengah","Asia Selatan","India",167838
2007,"April","Asia dan Timur Tengah","Timur Tengah","Irak",0
2007,"April","Asia dan Timur Tengah","Asia Timur","Jepang",796148
2007,"April","Asia dan Timur Tengah","Asia Timur","Korea Selatan",500020
2007,"April","Asia dan Timur Tengah","Asia Selatan","Pakistan",8533
2007,"April","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",837824
2007,"April","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",257468
2007,"April","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",189613
2007,"April","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",188012
2007,"April","Australia dan Oceania","Australia","Australia",224115
2007,"April","Australia dan Oceania","New Zealand","New Zealand",42287
2007,"April","Afrika","Afrika Selatan","Afrika Selatan",18111
2007,"April","Afrika","Afrika Lainnya","Afrika lainnya",25653
2007,"April","Keterangan Lainnya","Keterangan Lainnya","Impor yang tidak dapat diklasifikasikan  2)",48000
2007,"April","Keterangan Lainnya","Keterangan Lainnya","Asuransi dan ongkos pengangkutan",600146
2007,"Mei","Amerika","Amerika Utara","Amerika Serikat",465476
2007,"Mei","Amerika","Amerika Utara","Kanada",100430
2007,"Mei","Amerika","Amerika Tengah dan Selatan","Argentina",37408
2007,"Mei","Amerika","Amerika Tengah dan Selatan","Brasil",54816
2007,"Mei","Amerika","Amerika Tengah dan Selatan","Meksiko",6081
2007,"Mei","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",37333
2007,"Mei","Eropa","Uni Eropa","Belanda",46958
2007,"Mei","Eropa","Uni Eropa","Belgia",36316
2007,"Mei","Eropa","Uni Eropa","Inggris",60647
2007,"Mei","Eropa","Uni Eropa","Italia",66020
2007,"Mei","Eropa","Uni Eropa","Jerman",197272
2007,"Mei","Eropa","Uni Eropa","Perancis",206155
2007,"Mei","Eropa","Uni Eropa","Spanyol",17374
2007,"Mei","Eropa","Uni Eropa","Uni Eropa lainnya ",179705
2007,"Mei","Eropa","Rusia","Rusia",27644
2007,"Mei","Eropa","Turki","Turki",61752
2007,"Mei","Eropa","Eropa Lainnya","Eropa lainnya",94175
2007,"Mei","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",167537
2007,"Mei","Asia dan Timur Tengah","ASEAN","Filipina",49382
2007,"Mei","Asia dan Timur Tengah","ASEAN","Kamboja",45
2007,"Mei","Asia dan Timur Tengah","ASEAN","Laos",14
2007,"Mei","Asia dan Timur Tengah","ASEAN","Malaysia",583378
2007,"Mei","Asia dan Timur Tengah","ASEAN","Myanmar",3378
2007,"Mei","Asia dan Timur Tengah","ASEAN","Singapura",1379085
2007,"Mei","Asia dan Timur Tengah","ASEAN","Thailand",420932
2007,"Mei","Asia dan Timur Tengah","ASEAN","Vietnam",220192
2007,"Mei","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",161568
2007,"Mei","Asia dan Timur Tengah","Asia Selatan","India",176213
2007,"Mei","Asia dan Timur Tengah","Timur Tengah","Irak",6
2007,"Mei","Asia dan Timur Tengah","Asia Timur","Jepang",748237
2007,"Mei","Asia dan Timur Tengah","Asia Timur","Korea Selatan",529263
2007,"Mei","Asia dan Timur Tengah","Asia Selatan","Pakistan",7413
2007,"Mei","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",868057
2007,"Mei","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",311660
2007,"Mei","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",206231
2007,"Mei","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",166654
2007,"Mei","Australia dan Oceania","Australia","Australia",284731
2007,"Mei","Australia dan Oceania","New Zealand","New Zealand",53701
2007,"Mei","Afrika","Afrika Selatan","Afrika Selatan",20161
2007,"Mei","Afrika","Afrika Lainnya","Afrika lainnya",38029
2007,"Mei","Keterangan Lainnya","Keterangan Lainnya","Impor yang tidak dapat diklasifikasikan  2)",55000
2007,"Mei","Keterangan Lainnya","Keterangan Lainnya","Asuransi dan ongkos pengangkutan",688191
2007,"Juni","Amerika","Amerika Utara","Amerika Serikat",451208
2007,"Juni","Amerika","Amerika Utara","Kanada",80399
2007,"Juni","Amerika","Amerika Tengah dan Selatan","Argentina",38086
2007,"Juni","Amerika","Amerika Tengah dan Selatan","Brasil",33490
2007,"Juni","Amerika","Amerika Tengah dan Selatan","Meksiko",4457
2007,"Juni","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",42806
2007,"Juni","Eropa","Uni Eropa","Belanda",65084
2007,"Juni","Eropa","Uni Eropa","Belgia",35201
2007,"Juni","Eropa","Uni Eropa","Inggris",50196
2007,"Juni","Eropa","Uni Eropa","Italia",62319
2007,"Juni","Eropa","Uni Eropa","Jerman",252344
2007,"Juni","Eropa","Uni Eropa","Perancis",143376
2007,"Juni","Eropa","Uni Eropa","Spanyol",29122
2007,"Juni","Eropa","Uni Eropa","Uni Eropa lainnya ",139140
2007,"Juni","Eropa","Rusia","Rusia",77682
2007,"Juni","Eropa","Turki","Turki",78963
2007,"Juni","Eropa","Eropa Lainnya","Eropa lainnya",95505
2007,"Juni","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",229273
2007,"Juni","Asia dan Timur Tengah","ASEAN","Filipina",36936
2007,"Juni","Asia dan Timur Tengah","ASEAN","Kamboja",279
2007,"Juni","Asia dan Timur Tengah","ASEAN","Laos",0
2007,"Juni","Asia dan Timur Tengah","ASEAN","Malaysia",557740
2007,"Juni","Asia dan Timur Tengah","ASEAN","Myanmar",3091
2007,"Juni","Asia dan Timur Tengah","ASEAN","Singapura",1423110
2007,"Juni","Asia dan Timur Tengah","ASEAN","Thailand",385972
2007,"Juni","Asia dan Timur Tengah","ASEAN","Vietnam",112574
2007,"Juni","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",169758
2007,"Juni","Asia dan Timur Tengah","Asia Selatan","India",146673
2007,"Juni","Asia dan Timur Tengah","Timur Tengah","Irak",45
2007,"Juni","Asia dan Timur Tengah","Asia Timur","Jepang",727992
2007,"Juni","Asia dan Timur Tengah","Asia Timur","Korea Selatan",492602
2007,"Juni","Asia dan Timur Tengah","Asia Selatan","Pakistan",7271
2007,"Juni","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",838712
2007,"Juni","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",149695
2007,"Juni","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",196387
2007,"Juni","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",148427
2007,"Juni","Australia dan Oceania","Australia","Australia",273231
2007,"Juni","Australia dan Oceania","New Zealand","New Zealand",49469
2007,"Juni","Afrika","Afrika Selatan","Afrika Selatan",16931
2007,"Juni","Afrika","Afrika Lainnya","Afrika lainnya",44723
2007,"Juni","Keterangan Lainnya","Keterangan Lainnya","Impor yang tidak dapat diklasifikasikan  2)",48000
2007,"Juni","Keterangan Lainnya","Keterangan Lainnya","Asuransi dan ongkos pengangkutan",652627
2007,"Juli","Amerika","Amerika Utara","Amerika Serikat",442844
2007,"Juli","Amerika","Amerika Utara","Kanada",74775
2007,"Juli","Amerika","Amerika Tengah dan Selatan","Argentina",47315
2007,"Juli","Amerika","Amerika Tengah dan Selatan","Brasil",68451
2007,"Juli","Amerika","Amerika Tengah dan Selatan","Meksiko",5161
2007,"Juli","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",53770
2007,"Juli","Eropa","Uni Eropa","Belanda",44229
2007,"Juli","Eropa","Uni Eropa","Belgia",34906
2007,"Juli","Eropa","Uni Eropa","Inggris",70895
2007,"Juli","Eropa","Uni Eropa","Italia",68094
2007,"Juli","Eropa","Uni Eropa","Jerman",252414
2007,"Juli","Eropa","Uni Eropa","Perancis",164348
2007,"Juli","Eropa","Uni Eropa","Spanyol",47574
2007,"Juli","Eropa","Uni Eropa","Uni Eropa lainnya ",271645
2007,"Juli","Eropa","Rusia","Rusia",27707
2007,"Juli","Eropa","Turki","Turki",80167
2007,"Juli","Eropa","Eropa Lainnya","Eropa lainnya",98238
2007,"Juli","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",88732
2007,"Juli","Asia dan Timur Tengah","ASEAN","Filipina",51281
2007,"Juli","Asia dan Timur Tengah","ASEAN","Kamboja",114
2007,"Juli","Asia dan Timur Tengah","ASEAN","Laos",6
2007,"Juli","Asia dan Timur Tengah","ASEAN","Malaysia",455098
2007,"Juli","Asia dan Timur Tengah","ASEAN","Myanmar",1686
2007,"Juli","Asia dan Timur Tengah","ASEAN","Singapura",1388459
2007,"Juli","Asia dan Timur Tengah","ASEAN","Thailand",383196
2007,"Juli","Asia dan Timur Tengah","ASEAN","Vietnam",46390
2007,"Juli","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",151280
2007,"Juli","Asia dan Timur Tengah","Asia Selatan","India",114121
2007,"Juli","Asia dan Timur Tengah","Timur Tengah","Irak",0
2007,"Juli","Asia dan Timur Tengah","Asia Timur","Jepang",823938
2007,"Juli","Asia dan Timur Tengah","Asia Timur","Korea Selatan",481697
2007,"Juli","Asia dan Timur Tengah","Asia Selatan","Pakistan",3740
2007,"Juli","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",940424
2007,"Juli","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",289460
2007,"Juli","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",204918
2007,"Juli","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",146459
2007,"Juli","Australia dan Oceania","Australia","Australia",267501
2007,"Juli","Australia dan Oceania","New Zealand","New Zealand",45712
2007,"Juli","Afrika","Afrika Selatan","Afrika Selatan",21036
2007,"Juli","Afrika","Afrika Lainnya","Afrika lainnya",193641
2007,"Juli","Keterangan Lainnya","Keterangan Lainnya","Impor yang tidak dapat diklasifikasikan  2)",43000
2007,"Juli","Keterangan Lainnya","Keterangan Lainnya","Asuransi dan ongkos pengangkutan",676166
2007,"Agustus","Amerika","Amerika Utara","Amerika Serikat",533778
2007,"Agustus","Amerika","Amerika Utara","Kanada",107528
2007,"Agustus","Amerika","Amerika Tengah dan Selatan","Argentina",57252
2007,"Agustus","Amerika","Amerika Tengah dan Selatan","Brasil",100660
2007,"Agustus","Amerika","Amerika Tengah dan Selatan","Meksiko",9114
2007,"Agustus","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",26269
2007,"Agustus","Eropa","Uni Eropa","Belanda",51679
2007,"Agustus","Eropa","Uni Eropa","Belgia",43698
2007,"Agustus","Eropa","Uni Eropa","Inggris",50342
2007,"Agustus","Eropa","Uni Eropa","Italia",80553
2007,"Agustus","Eropa","Uni Eropa","Jerman",205253
2007,"Agustus","Eropa","Uni Eropa","Perancis",165729
2007,"Agustus","Eropa","Uni Eropa","Spanyol",18338
2007,"Agustus","Eropa","Uni Eropa","Uni Eropa lainnya ",173397
2007,"Agustus","Eropa","Rusia","Rusia",60446
2007,"Agustus","Eropa","Turki","Turki",90228
2007,"Agustus","Eropa","Eropa Lainnya","Eropa lainnya",127798
2007,"Agustus","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",89332
2007,"Agustus","Asia dan Timur Tengah","ASEAN","Filipina",51618
2007,"Agustus","Asia dan Timur Tengah","ASEAN","Kamboja",203
2007,"Agustus","Asia dan Timur Tengah","ASEAN","Laos",350
2007,"Agustus","Asia dan Timur Tengah","ASEAN","Malaysia",557224
2007,"Agustus","Asia dan Timur Tengah","ASEAN","Myanmar",1290
2007,"Agustus","Asia dan Timur Tengah","ASEAN","Singapura",1275381
2007,"Agustus","Asia dan Timur Tengah","ASEAN","Thailand",413170
2007,"Agustus","Asia dan Timur Tengah","ASEAN","Vietnam",55175
2007,"Agustus","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",142456
2007,"Agustus","Asia dan Timur Tengah","Asia Selatan","India",147179
2007,"Agustus","Asia dan Timur Tengah","Timur Tengah","Irak",231
2007,"Agustus","Asia dan Timur Tengah","Asia Timur","Jepang",819292
2007,"Agustus","Asia dan Timur Tengah","Asia Timur","Korea Selatan",508015
2007,"Agustus","Asia dan Timur Tengah","Asia Selatan","Pakistan",5929
2007,"Agustus","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",915372
2007,"Agustus","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",304416
2007,"Agustus","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",214048
2007,"Agustus","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",148860
2007,"Agustus","Australia dan Oceania","Australia","Australia",315829
2007,"Agustus","Australia dan Oceania","New Zealand","New Zealand",51347
2007,"Agustus","Afrika","Afrika Selatan","Afrika Selatan",25630
2007,"Agustus","Afrika","Afrika Lainnya","Afrika lainnya",328612
2007,"Agustus","Keterangan Lainnya","Keterangan Lainnya","Impor yang tidak dapat diklasifikasikan  2)",45000
2007,"Agustus","Keterangan Lainnya","Keterangan Lainnya","Asuransi dan ongkos pengangkutan",704300
2007,"September","Amerika","Amerika Utara","Amerika Serikat",382856
2007,"September","Amerika","Amerika Utara","Kanada",106043
2007,"September","Amerika","Amerika Tengah dan Selatan","Argentina",54713
2007,"September","Amerika","Amerika Tengah dan Selatan","Brasil",53791
2007,"September","Amerika","Amerika Tengah dan Selatan","Meksiko",4508
2007,"September","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",29155
2007,"September","Eropa","Uni Eropa","Belanda",45265
2007,"September","Eropa","Uni Eropa","Belgia",33051
2007,"September","Eropa","Uni Eropa","Inggris",57158
2007,"September","Eropa","Uni Eropa","Italia",54182
2007,"September","Eropa","Uni Eropa","Jerman",229844
2007,"September","Eropa","Uni Eropa","Perancis",127498
2007,"September","Eropa","Uni Eropa","Spanyol",14906
2007,"September","Eropa","Uni Eropa","Uni Eropa lainnya ",195340
2007,"September","Eropa","Rusia","Rusia",21503
2007,"September","Eropa","Turki","Turki",95109
2007,"September","Eropa","Eropa Lainnya","Eropa lainnya",84041
2007,"September","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",222818
2007,"September","Asia dan Timur Tengah","ASEAN","Filipina",40334
2007,"September","Asia dan Timur Tengah","ASEAN","Kamboja",212
2007,"September","Asia dan Timur Tengah","ASEAN","Laos",1
2007,"September","Asia dan Timur Tengah","ASEAN","Malaysia",668653
2007,"September","Asia dan Timur Tengah","ASEAN","Myanmar",1370
2007,"September","Asia dan Timur Tengah","ASEAN","Singapura",1531269
2007,"September","Asia dan Timur Tengah","ASEAN","Thailand",416963
2007,"September","Asia dan Timur Tengah","ASEAN","Vietnam",47913
2007,"September","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",158999
2007,"September","Asia dan Timur Tengah","Asia Selatan","India",103578
2007,"September","Asia dan Timur Tengah","Timur Tengah","Irak",0
2007,"September","Asia dan Timur Tengah","Asia Timur","Jepang",771662
2007,"September","Asia dan Timur Tengah","Asia Timur","Korea Selatan",447949
2007,"September","Asia dan Timur Tengah","Asia Selatan","Pakistan",3342
2007,"September","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",859880
2007,"September","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",353125
2007,"September","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",175303
2007,"September","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",223006
2007,"September","Australia dan Oceania","Australia","Australia",233992
2007,"September","Australia dan Oceania","New Zealand","New Zealand",40779
2007,"September","Afrika","Afrika Selatan","Afrika Selatan",17986
2007,"September","Afrika","Afrika Lainnya","Afrika lainnya",283485
2007,"September","Keterangan Lainnya","Keterangan Lainnya","Impor yang tidak dapat diklasifikasikan  2)",42000
2007,"September","Keterangan Lainnya","Keterangan Lainnya","Asuransi dan ongkos pengangkutan",693272
2007,"Oktober","Amerika","Amerika Utara","Amerika Serikat",567486
2007,"Oktober","Amerika","Amerika Utara","Kanada",101769
2007,"Oktober","Amerika","Amerika Tengah dan Selatan","Argentina",39978
2007,"Oktober","Amerika","Amerika Tengah dan Selatan","Brasil",95432
2007,"Oktober","Amerika","Amerika Tengah dan Selatan","Meksiko",5083
2007,"Oktober","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",22746
2007,"Oktober","Eropa","Uni Eropa","Belanda",38349
2007,"Oktober","Eropa","Uni Eropa","Belgia",29652
2007,"Oktober","Eropa","Uni Eropa","Inggris",56356
2007,"Oktober","Eropa","Uni Eropa","Italia",65212
2007,"Oktober","Eropa","Uni Eropa","Jerman",209484
2007,"Oktober","Eropa","Uni Eropa","Perancis",103149
2007,"Oktober","Eropa","Uni Eropa","Spanyol",17358
2007,"Oktober","Eropa","Uni Eropa","Uni Eropa lainnya ",163647
2007,"Oktober","Eropa","Rusia","Rusia",29987
2007,"Oktober","Eropa","Turki","Turki",88407
2007,"Oktober","Eropa","Eropa Lainnya","Eropa lainnya",99301
2007,"Oktober","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",151907
2007,"Oktober","Asia dan Timur Tengah","ASEAN","Filipina",45464
