tahun,bulan,benua,region,nama_negara,nilai_impor
2009,"Oktober","Eropa","Uni Eropa","Jerman",211102
2009,"Oktober","Eropa","Uni Eropa","Perancis",111712
2009,"Oktober","Eropa","Uni Eropa","Spanyol",30276
2009,"Oktober","Eropa","Uni Eropa","Uni Eropa lainnya ",131457
2009,"Oktober","Eropa","Rusia","Rusia",102265
2009,"Oktober","Eropa","Turki","Turki",28548
2009,"Oktober","Eropa","Eropa Lainnya","Eropa lainnya",140816
2009,"Oktober","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",107125
2009,"Oktober","Asia dan Timur Tengah","ASEAN","Filipina",47972
2009,"Oktober","Asia dan Timur Tengah","ASEAN","Kamboja",373
2009,"Oktober","Asia dan Timur Tengah","ASEAN","Laos",0
2009,"Oktober","Asia dan Timur Tengah","ASEAN","Malaysia",630984
2009,"Oktober","Asia dan Timur Tengah","ASEAN","Myanmar",199
2009,"Oktober","Asia dan Timur Tengah","ASEAN","Singapura",1426353
2009,"Oktober","Asia dan Timur Tengah","ASEAN","Thailand",484289
2009,"Oktober","Asia dan Timur Tengah","ASEAN","Vietnam",95263
2009,"Oktober","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",195284
2009,"Oktober","Asia dan Timur Tengah","Asia Selatan","India",261220
2009,"Oktober","Asia dan Timur Tengah","Timur Tengah","Irak",255
2009,"Oktober","Asia dan Timur Tengah","Asia Timur","Jepang",1009958
2009,"Oktober","Asia dan Timur Tengah","Asia Timur","Korea Selatan",471345
2009,"Oktober","Asia dan Timur Tengah","Asia Selatan","Pakistan",8663
2009,"Oktober","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",1332319
2009,"Oktober","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",255957
2009,"Oktober","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",253329
2009,"Oktober","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",315710
2009,"Oktober","Australia dan Oceania","Australia","Australia",353966
2009,"Oktober","Australia dan Oceania","New Zealand","New Zealand",43733
2009,"Oktober","Afrika","Afrika Selatan","Afrika Selatan",35785
2009,"Oktober","Afrika","Afrika Lainnya","Afrika lainnya",117795
2009,"Oktober","Keterangan Lainnya","Keterangan Lainnya","Impor yang tidak dapat diklasifikasikan  2)",90584
2009,"Oktober","Keterangan Lainnya","Keterangan Lainnya","Asuransi dan ongkos pengangkutan",810070
2009,"November","Amerika","Amerika Utara","Amerika Serikat",488872
2009,"November","Amerika","Amerika Utara","Kanada",53651
2009,"November","Amerika","Amerika Tengah dan Selatan","Argentina",27034
2009,"November","Amerika","Amerika Tengah dan Selatan","Brasil",116231
2009,"November","Amerika","Amerika Tengah dan Selatan","Meksiko",15006
2009,"November","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",24660
2009,"November","Eropa","Uni Eropa","Belanda",59887
2009,"November","Eropa","Uni Eropa","Belgia",30613
2009,"November","Eropa","Uni Eropa","Inggris",54062
2009,"November","Eropa","Uni Eropa","Italia",54322
2009,"November","Eropa","Uni Eropa","Jerman",208871
2009,"November","Eropa","Uni Eropa","Perancis",72882
2009,"November","Eropa","Uni Eropa","Spanyol",25470
2009,"November","Eropa","Uni Eropa","Uni Eropa lainnya ",144641
2009,"November","Eropa","Rusia","Rusia",79551
2009,"November","Eropa","Turki","Turki",115795
2009,"November","Eropa","Eropa Lainnya","Eropa lainnya",92205
2009,"November","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",54616
2009,"November","Asia dan Timur Tengah","ASEAN","Filipina",47118
2009,"November","Asia dan Timur Tengah","ASEAN","Kamboja",175
2009,"November","Asia dan Timur Tengah","ASEAN","Laos",0
2009,"November","Asia dan Timur Tengah","ASEAN","Malaysia",638520
2009,"November","Asia dan Timur Tengah","ASEAN","Myanmar",112
2009,"November","Asia dan Timur Tengah","ASEAN","Singapura",1293643
2009,"November","Asia dan Timur Tengah","ASEAN","Thailand",427791
2009,"November","Asia dan Timur Tengah","ASEAN","Vietnam",58284
2009,"November","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",113592
2009,"November","Asia dan Timur Tengah","Asia Selatan","India",168117
2009,"November","Asia dan Timur Tengah","Timur Tengah","Irak",0
2009,"November","Asia dan Timur Tengah","Asia Timur","Jepang",840234
2009,"November","Asia dan Timur Tengah","Asia Timur","Korea Selatan",462660
2009,"November","Asia dan Timur Tengah","Asia Selatan","Pakistan",8144
2009,"November","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",1439119
2009,"November","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",392427
2009,"November","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",201516
2009,"November","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",279946
2009,"November","Australia dan Oceania","Australia","Australia",283185
2009,"November","Australia dan Oceania","New Zealand","New Zealand",43924
2009,"November","Afrika","Afrika Selatan","Afrika Selatan",43508
2009,"November","Afrika","Afrika Lainnya","Afrika lainnya",92994
2009,"November","Keterangan Lainnya","Keterangan Lainnya","Impor yang tidak dapat diklasifikasikan  2)",107870
2009,"November","Keterangan Lainnya","Keterangan Lainnya","Asuransi dan ongkos pengangkutan",495860
2009,"Desember","Amerika","Amerika Utara","Amerika Serikat",847412
2009,"Desember","Amerika","Amerika Utara","Kanada",29419
2009,"Desember","Amerika","Amerika Tengah dan Selatan","Argentina",16646
2009,"Desember","Amerika","Amerika Tengah dan Selatan","Brasil",79241
2009,"Desember","Amerika","Amerika Tengah dan Selatan","Meksiko",12947
2009,"Desember","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",30748
2009,"Desember","Eropa","Uni Eropa","Belanda",60934
2009,"Desember","Eropa","Uni Eropa","Belgia",38703
2009,"Desember","Eropa","Uni Eropa","Inggris",62273
2009,"Desember","Eropa","Uni Eropa","Italia",77580
2009,"Desember","Eropa","Uni Eropa","Jerman",231231
2009,"Desember","Eropa","Uni Eropa","Perancis",182346
2009,"Desember","Eropa","Uni Eropa","Spanyol",22316
2009,"Desember","Eropa","Uni Eropa","Uni Eropa lainnya ",152601
2009,"Desember","Eropa","Rusia","Rusia",69518
2009,"Desember","Eropa","Turki","Turki",20455
2009,"Desember","Eropa","Eropa Lainnya","Eropa lainnya",127132
2009,"Desember","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",34432
2009,"Desember","Asia dan Timur Tengah","ASEAN","Filipina",64587
2009,"Desember","Asia dan Timur Tengah","ASEAN","Kamboja",140
2009,"Desember","Asia dan Timur Tengah","ASEAN","Laos",0
2009,"Desember","Asia dan Timur Tengah","ASEAN","Malaysia",509483
2009,"Desember","Asia dan Timur Tengah","ASEAN","Myanmar",445
2009,"Desember","Asia dan Timur Tengah","ASEAN","Singapura",1290972
2009,"Desember","Asia dan Timur Tengah","ASEAN","Thailand",470347
2009,"Desember","Asia dan Timur Tengah","ASEAN","Vietnam",65609
2009,"Desember","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",97269
2009,"Desember","Asia dan Timur Tengah","Asia Selatan","India",230730
2009,"Desember","Asia dan Timur Tengah","Timur Tengah","Irak",0
2009,"Desember","Asia dan Timur Tengah","Asia Timur","Jepang",1017716
2009,"Desember","Asia dan Timur Tengah","Asia Timur","Korea Selatan",344526
2009,"Desember","Asia dan Timur Tengah","Asia Selatan","Pakistan",9427
2009,"Desember","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",1448747
2009,"Desember","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",277544
2009,"Desember","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",256106
2009,"Desember","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",284192
2009,"Desember","Australia dan Oceania","Australia","Australia",336306
2009,"Desember","Australia dan Oceania","New Zealand","New Zealand",52122
2009,"Desember","Afrika","Afrika Selatan","Afrika Selatan",39682
2009,"Desember","Afrika","Afrika Lainnya","Afrika lainnya",118367
2009,"Desember","Keterangan Lainnya","Keterangan Lainnya","Impor yang tidak dapat diklasifikasikan  2)",86507
2009,"Desember","Keterangan Lainnya","Keterangan Lainnya","Asuransi dan ongkos pengangkutan",504598
2010,"Januari","Amerika","Amerika Utara","Amerika Serikat",588420
2010,"Januari","Amerika","Amerika Utara","Kanada",113826
2010,"Januari","Amerika","Amerika Tengah dan Selatan","Argentina",29813
2010,"Januari","Amerika","Amerika Tengah dan Selatan","Brasil",85448
2010,"Januari","Amerika","Amerika Tengah dan Selatan","Meksiko",6712
2010,"Januari","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",42597
2010,"Januari","Eropa","Uni Eropa","Belanda",56301
2010,"Januari","Eropa","Uni Eropa","Belgia",33053
2010,"Januari","Eropa","Uni Eropa","Inggris",59785
2010,"Januari","Eropa","Uni Eropa","Italia",73729
2010,"Januari","Eropa","Uni Eropa","Jerman",210734
2010,"Januari","Eropa","Uni Eropa","Perancis",72539
2010,"Januari","Eropa","Uni Eropa","Spanyol",31674
2010,"Januari","Eropa","Uni Eropa","Uni Eropa lainnya ",150492
2010,"Januari","Eropa","Rusia","Rusia",57067
2010,"Januari","Eropa","Turki","Turki",33403
2010,"Januari","Eropa","Eropa Lainnya","Eropa lainnya",164884
2010,"Januari","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",138849
2010,"Januari","Asia dan Timur Tengah","ASEAN","Filipina",40831
2010,"Januari","Asia dan Timur Tengah","ASEAN","Kamboja",155
2010,"Januari","Asia dan Timur Tengah","ASEAN","Laos",14
2010,"Januari","Asia dan Timur Tengah","ASEAN","Malaysia",567248
2010,"Januari","Asia dan Timur Tengah","ASEAN","Myanmar",512
2010,"Januari","Asia dan Timur Tengah","ASEAN","Singapura",1467482
2010,"Januari","Asia dan Timur Tengah","ASEAN","Thailand",472177
2010,"Januari","Asia dan Timur Tengah","ASEAN","Vietnam",61980
2010,"Januari","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",102335
2010,"Januari","Asia dan Timur Tengah","Asia Selatan","India",258580
2010,"Januari","Asia dan Timur Tengah","Timur Tengah","Irak",1
2010,"Januari","Asia dan Timur Tengah","Asia Timur","Jepang",1055259
2010,"Januari","Asia dan Timur Tengah","Asia Timur","Korea Selatan",424492
2010,"Januari","Asia dan Timur Tengah","Asia Selatan","Pakistan",29704
2010,"Januari","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",1445407
2010,"Januari","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",400566
2010,"Januari","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",238789
2010,"Januari","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",276189
2010,"Januari","Australia dan Oceania","Australia","Australia",293768
2010,"Januari","Australia dan Oceania","New Zealand","New Zealand",54407
2010,"Januari","Afrika","Afrika Selatan","Afrika Selatan",29783
2010,"Januari","Afrika","Afrika Lainnya","Afrika lainnya",145170
2010,"Januari","Keterangan Lainnya","Keterangan Lainnya","Impor yang tidak dapat diklasifikasikan  2)",54798
2010,"Januari","Keterangan Lainnya","Keterangan Lainnya","Asuransi dan ongkos pengangkutan",542504
2010,"Februari","Amerika","Amerika Utara","Amerika Serikat",590401
2010,"Februari","Amerika","Amerika Utara","Kanada",40451
2010,"Februari","Amerika","Amerika Tengah dan Selatan","Argentina",21721
2010,"Februari","Amerika","Amerika Tengah dan Selatan","Brasil",60113
2010,"Februari","Amerika","Amerika Tengah dan Selatan","Meksiko",18969
2010,"Februari","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",33316
2010,"Februari","Eropa","Uni Eropa","Belanda",41973
2010,"Februari","Eropa","Uni Eropa","Belgia",39177
2010,"Februari","Eropa","Uni Eropa","Inggris",64681
2010,"Februari","Eropa","Uni Eropa","Italia",65868
2010,"Februari","Eropa","Uni Eropa","Jerman",195607
2010,"Februari","Eropa","Uni Eropa","Perancis",66111
2010,"Februari","Eropa","Uni Eropa","Spanyol",23769
2010,"Februari","Eropa","Uni Eropa","Uni Eropa lainnya ",111572
2010,"Februari","Eropa","Rusia","Rusia",131932
2010,"Februari","Eropa","Turki","Turki",20794
2010,"Februari","Eropa","Eropa Lainnya","Eropa lainnya",88556
2010,"Februari","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",56930
2010,"Februari","Asia dan Timur Tengah","ASEAN","Filipina",41298
2010,"Februari","Asia dan Timur Tengah","ASEAN","Kamboja",150
2010,"Februari","Asia dan Timur Tengah","ASEAN","Laos",159
2010,"Februari","Asia dan Timur Tengah","ASEAN","Malaysia",860960
2010,"Februari","Asia dan Timur Tengah","ASEAN","Myanmar",3038
2010,"Februari","Asia dan Timur Tengah","ASEAN","Singapura",1467167
2010,"Februari","Asia dan Timur Tengah","ASEAN","Thailand",560501
2010,"Februari","Asia dan Timur Tengah","ASEAN","Vietnam",55542
2010,"Februari","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",90900
2010,"Februari","Asia dan Timur Tengah","Asia Selatan","India",195647
2010,"Februari","Asia dan Timur Tengah","Timur Tengah","Irak",0
2010,"Februari","Asia dan Timur Tengah","Asia Timur","Jepang",1083967
2010,"Februari","Asia dan Timur Tengah","Asia Timur","Korea Selatan",383986
2010,"Februari","Asia dan Timur Tengah","Asia Selatan","Pakistan",4931
2010,"Februari","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",1379364
2010,"Februari","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",344091
2010,"Februari","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",240578
2010,"Februari","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",169327
2010,"Februari","Australia dan Oceania","Australia","Australia",267806
2010,"Februari","Australia dan Oceania","New Zealand","New Zealand",58147
2010,"Februari","Afrika","Afrika Selatan","Afrika Selatan",21166
2010,"Februari","Afrika","Afrika Lainnya","Afrika lainnya",161927
2010,"Februari","Keterangan Lainnya","Keterangan Lainnya","Impor yang tidak dapat diklasifikasikan  2)",71541
2010,"Februari","Keterangan Lainnya","Keterangan Lainnya","Asuransi dan ongkos pengangkutan",460072
2010,"Maret","Amerika","Amerika Utara","Amerika Serikat",772517
2010,"Maret","Amerika","Amerika Utara","Kanada",114180
2010,"Maret","Amerika","Amerika Tengah dan Selatan","Argentina",56624
2010,"Maret","Amerika","Amerika Tengah dan Selatan","Brasil",89733
2010,"Maret","Amerika","Amerika Tengah dan Selatan","Meksiko",18157
2010,"Maret","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",29651
2010,"Maret","Eropa","Uni Eropa","Belanda",87402
2010,"Maret","Eropa","Uni Eropa","Belgia",44857
2010,"Maret","Eropa","Uni Eropa","Inggris",69048
2010,"Maret","Eropa","Uni Eropa","Italia",70383
2010,"Maret","Eropa","Uni Eropa","Jerman",250256
2010,"Maret","Eropa","Uni Eropa","Perancis",72075
2010,"Maret","Eropa","Uni Eropa","Spanyol",27705
2010,"Maret","Eropa","Uni Eropa","Uni Eropa lainnya ",155615
2010,"Maret","Eropa","Rusia","Rusia",64802
2010,"Maret","Eropa","Turki","Turki",15228
2010,"Maret","Eropa","Eropa Lainnya","Eropa lainnya",141625
2010,"Maret","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",45826
2010,"Maret","Asia dan Timur Tengah","ASEAN","Filipina",55372
2010,"Maret","Asia dan Timur Tengah","ASEAN","Kamboja",191
2010,"Maret","Asia dan Timur Tengah","ASEAN","Laos",44
2010,"Maret","Asia dan Timur Tengah","ASEAN","Malaysia",901744
2010,"Maret","Asia dan Timur Tengah","ASEAN","Myanmar",6220
2010,"Maret","Asia dan Timur Tengah","ASEAN","Singapura",1926786
2010,"Maret","Asia dan Timur Tengah","ASEAN","Thailand",762749
2010,"Maret","Asia dan Timur Tengah","ASEAN","Vietnam",96438
2010,"Maret","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",139365
2010,"Maret","Asia dan Timur Tengah","Asia Selatan","India",236780
2010,"Maret","Asia dan Timur Tengah","Timur Tengah","Irak",137
2010,"Maret","Asia dan Timur Tengah","Asia Timur","Jepang",1385552
2010,"Maret","Asia dan Timur Tengah","Asia Timur","Korea Selatan",632555
2010,"Maret","Asia dan Timur Tengah","Asia Selatan","Pakistan",4843
2010,"Maret","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",1428916
2010,"Maret","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",289520
2010,"Maret","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",242574
2010,"Maret","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",216734
2010,"Maret","Australia dan Oceania","Australia","Australia",381144
2010,"Maret","Australia dan Oceania","New Zealand","New Zealand",69745
2010,"Maret","Afrika","Afrika Selatan","Afrika Selatan",38534
2010,"Maret","Afrika","Afrika Lainnya","Afrika lainnya",138536
2010,"Maret","Keterangan Lainnya","Keterangan Lainnya","Impor yang tidak dapat diklasifikasikan  2)",80919
2010,"Maret","Keterangan Lainnya","Keterangan Lainnya","Asuransi dan ongkos pengangkutan",548951
2010,"April","Amerika","Amerika Utara","Amerika Serikat",608086
2010,"April","Amerika","Amerika Utara","Kanada",114575
2010,"April","Amerika","Amerika Tengah dan Selatan","Argentina",43158
2010,"April","Amerika","Amerika Tengah dan Selatan","Brasil",88246
2010,"April","Amerika","Amerika Tengah dan Selatan","Meksiko",19548
2010,"April","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",17966
2010,"April","Eropa","Uni Eropa","Belanda",55327
2010,"April","Eropa","Uni Eropa","Belgia",47149
2010,"April","Eropa","Uni Eropa","Inggris",68396
2010,"April","Eropa","Uni Eropa","Italia",73415
2010,"April","Eropa","Uni Eropa","Jerman",231494
2010,"April","Eropa","Uni Eropa","Perancis",117207
2010,"April","Eropa","Uni Eropa","Spanyol",25473
2010,"April","Eropa","Uni Eropa","Uni Eropa lainnya ",141113
2010,"April","Eropa","Rusia","Rusia",47748
2010,"April","Eropa","Turki","Turki",14380
2010,"April","Eropa","Eropa Lainnya","Eropa lainnya",90923
2010,"April","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",46304
2010,"April","Asia dan Timur Tengah","ASEAN","Filipina",51074
2010,"April","Asia dan Timur Tengah","ASEAN","Kamboja",535
2010,"April","Asia dan Timur Tengah","ASEAN","Laos",0
2010,"April","Asia dan Timur Tengah","ASEAN","Malaysia",630145
2010,"April","Asia dan Timur Tengah","ASEAN","Myanmar",5567
2010,"April","Asia dan Timur Tengah","ASEAN","Singapura",1761499
2010,"April","Asia dan Timur Tengah","ASEAN","Thailand",636638
2010,"April","Asia dan Timur Tengah","ASEAN","Vietnam",69410
2010,"April","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",173109
2010,"April","Asia dan Timur Tengah","Asia Selatan","India",263079
2010,"April","Asia dan Timur Tengah","Timur Tengah","Irak",44
2010,"April","Asia dan Timur Tengah","Asia Timur","Jepang",1398264
2010,"April","Asia dan Timur Tengah","Asia Timur","Korea Selatan",781098
2010,"April","Asia dan Timur Tengah","Asia Selatan","Pakistan",4483
2010,"April","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",1591229
2010,"April","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",373757
2010,"April","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",253446
2010,"April","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",378039
2010,"April","Australia dan Oceania","Australia","Australia",296795
2010,"April","Australia dan Oceania","New Zealand","New Zealand",67114
2010,"April","Afrika","Afrika Selatan","Afrika Selatan",36482
2010,"April","Afrika","Afrika Lainnya","Afrika lainnya",226610
2010,"April","Keterangan Lainnya","Keterangan Lainnya","Impor yang tidak dapat diklasifikasikan  2)",66535
2010,"April","Keterangan Lainnya","Keterangan Lainnya","Asuransi dan ongkos pengangkutan",557676
2010,"Mei","Amerika","Amerika Utara","Amerika Serikat",540088
2010,"Mei","Amerika","Amerika Utara","Kanada",140199
2010,"Mei","Amerika","Amerika Tengah dan Selatan","Argentina",75980
2010,"Mei","Amerika","Amerika Tengah dan Selatan","Brasil",57706
2010,"Mei","Amerika","Amerika Tengah dan Selatan","Meksiko",9690
2010,"Mei","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",88177
2010,"Mei","Eropa","Uni Eropa","Belanda",48814
2010,"Mei","Eropa","Uni Eropa","Belgia",54518
2010,"Mei","Eropa","Uni Eropa","Inggris",67754
2010,"Mei","Eropa","Uni Eropa","Italia",70872
2010,"Mei","Eropa","Uni Eropa","Jerman",185225
2010,"Mei","Eropa","Uni Eropa","Perancis",71994
2010,"Mei","Eropa","Uni Eropa","Spanyol",20623
2010,"Mei","Eropa","Uni Eropa","Uni Eropa lainnya ",158417
2010,"Mei","Eropa","Rusia","Rusia",85919
2010,"Mei","Eropa","Turki","Turki",17110
2010,"Mei","Eropa","Eropa Lainnya","Eropa lainnya",144652
2010,"Mei","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",31586
2010,"Mei","Asia dan Timur Tengah","ASEAN","Filipina",75311
2010,"Mei","Asia dan Timur Tengah","ASEAN","Kamboja",177
2010,"Mei","Asia dan Timur Tengah","ASEAN","Laos",0
2010,"Mei","Asia dan Timur Tengah","ASEAN","Malaysia",632905
2010,"Mei","Asia dan Timur Tengah","ASEAN","Myanmar",3600
2010,"Mei","Asia dan Timur Tengah","ASEAN","Singapura",1526968
2010,"Mei","Asia dan Timur Tengah","ASEAN","Thailand",603854
2010,"Mei","Asia dan Timur Tengah","ASEAN","Vietnam",67604
2010,"Mei","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",157852
2010,"Mei","Asia dan Timur Tengah","Asia Selatan","India",377588
2010,"Mei","Asia dan Timur Tengah","Timur Tengah","Irak",69
2010,"Mei","Asia dan Timur Tengah","Asia Timur","Jepang",1177312
2010,"Mei","Asia dan Timur Tengah","Asia Timur","Korea Selatan",624193
2010,"Mei","Asia dan Timur Tengah","Asia Selatan","Pakistan",3519
2010,"Mei","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",1627317
2010,"Mei","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",437963
2010,"Mei","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",276993
2010,"Mei","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",251292
2010,"Mei","Australia dan Oceania","Australia","Australia",323754
2010,"Mei","Australia dan Oceania","New Zealand","New Zealand",67703
2010,"Mei","Afrika","Afrika Selatan","Afrika Selatan",53731
2010,"Mei","Afrika","Afrika Lainnya","Afrika lainnya",39878
2010,"Mei","Keterangan Lainnya","Keterangan Lainnya","Impor yang tidak dapat diklasifikasikan  2)",58440
2010,"Mei","Keterangan Lainnya","Keterangan Lainnya","Asuransi dan ongkos pengangkutan",506564
2010,"Juni","Amerika","Amerika Utara","Amerika Serikat",560723
2010,"Juni","Amerika","Amerika Utara","Kanada",99428
2010,"Juni","Amerika","Amerika Tengah dan Selatan","Argentina",109333
2010,"Juni","Amerika","Amerika Tengah dan Selatan","Brasil",134433
2010,"Juni","Amerika","Amerika Tengah dan Selatan","Meksiko",16284
2010,"Juni","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",48733
2010,"Juni","Eropa","Uni Eropa","Belanda",48744
2010,"Juni","Eropa","Uni Eropa","Belgia",50625
2010,"Juni","Eropa","Uni Eropa","Inggris",130911
2010,"Juni","Eropa","Uni Eropa","Italia",77672
2010,"Juni","Eropa","Uni Eropa","Jerman",285917
2010,"Juni","Eropa","Uni Eropa","Perancis",71794
2010,"Juni","Eropa","Uni Eropa","Spanyol",26518
2010,"Juni","Eropa","Uni Eropa","Uni Eropa lainnya ",191033
2010,"Juni","Eropa","Rusia","Rusia",45654
2010,"Juni","Eropa","Turki","Turki",18410
2010,"Juni","Eropa","Eropa Lainnya","Eropa lainnya",127652
2010,"Juni","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",41322
2010,"Juni","Asia dan Timur Tengah","ASEAN","Filipina",75083
2010,"Juni","Asia dan Timur Tengah","ASEAN","Kamboja",271
2010,"Juni","Asia dan Timur Tengah","ASEAN","Laos",2
2010,"Juni","Asia dan Timur Tengah","ASEAN","Malaysia",600089
2010,"Juni","Asia dan Timur Tengah","ASEAN","Myanmar",2539
2010,"Juni","Asia dan Timur Tengah","ASEAN","Singapura",1641713
2010,"Juni","Asia dan Timur Tengah","ASEAN","Thailand",678533
2010,"Juni","Asia dan Timur Tengah","ASEAN","Vietnam",71736
2010,"Juni","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",130627
2010,"Juni","Asia dan Timur Tengah","Asia Selatan","India",263021
2010,"Juni","Asia dan Timur Tengah","Timur Tengah","Irak",304
2010,"Juni","Asia dan Timur Tengah","Asia Timur","Jepang",1495493
2010,"Juni","Asia dan Timur Tengah","Asia Timur","Korea Selatan",730187
2010,"Juni","Asia dan Timur Tengah","Asia Selatan","Pakistan",4236
2010,"Juni","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",1903294
2010,"Juni","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",295745
2010,"Juni","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",257477
2010,"Juni","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",285277
2010,"Juni","Australia dan Oceania","Australia","Australia",337258
2010,"Juni","Australia dan Oceania","New Zealand","New Zealand",69056
2010,"Juni","Afrika","Afrika Selatan","Afrika Selatan",49592
2010,"Juni","Afrika","Afrika Lainnya","Afrika lainnya",212473
2010,"Juni","Keterangan Lainnya","Keterangan Lainnya","Impor yang tidak dapat diklasifikasikan  2)",79989
2010,"Juni","Keterangan Lainnya","Keterangan Lainnya","Asuransi dan ongkos pengangkutan",792720
2010,"Juli","Amerika","Amerika Utara","Amerika Serikat",872457
2010,"Juli","Amerika","Amerika Utara","Kanada",152048
2010,"Juli","Amerika","Amerika Tengah dan Selatan","Argentina",147148
2010,"Juli","Amerika","Amerika Tengah dan Selatan","Brasil",72551
2010,"Juli","Amerika","Amerika Tengah dan Selatan","Meksiko",19491
2010,"Juli","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",74677
2010,"Juli","Eropa","Uni Eropa","Belanda",54417
2010,"Juli","Eropa","Uni Eropa","Belgia",43791
2010,"Juli","Eropa","Uni Eropa","Inggris",69420
2010,"Juli","Eropa","Uni Eropa","Italia",78513
2010,"Juli","Eropa","Uni Eropa","Jerman",237460
2010,"Juli","Eropa","Uni Eropa","Perancis",137796
2010,"Juli","Eropa","Uni Eropa","Spanyol",34149
2010,"Juli","Eropa","Uni Eropa","Uni Eropa lainnya ",211705
2010,"Juli","Eropa","Rusia","Rusia",27121
2010,"Juli","Eropa","Turki","Turki",22722
2010,"Juli","Eropa","Eropa Lainnya","Eropa lainnya",181025
2010,"Juli","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",48810
2010,"Juli","Asia dan Timur Tengah","ASEAN","Filipina",58230
2010,"Juli","Asia dan Timur Tengah","ASEAN","Kamboja",428
2010,"Juli","Asia dan Timur Tengah","ASEAN","Laos",76
2010,"Juli","Asia dan Timur Tengah","ASEAN","Malaysia",567496
2010,"Juli","Asia dan Timur Tengah","ASEAN","Myanmar",2640
